CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
8999-XXGNS;72;One year;105,75;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
8565-WUXZU;72;Two year;84,8;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
3295-YVUSR;2;Month-to-month;72,6;Fiber optic;No;No;No;Mailed check;Yes;1;No;No;10;Urgence
3339-EAQNV;72;One year;97,25;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
8777-MBMTS;65;Two year;105,85;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
6723-WSNTY;66;One year;108,1;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
9866-OCCKE;72;Two year;109,75;Fiber optic;Yes;Yes;No;Mailed check;Yes;1;Yes;No;5;Surveillance Relationnelle
8490-BXHEO;18;Month-to-month;80,55;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
6435-VWCCY;65;Two year;92,7;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
9943-VSZUV;67;Month-to-month;75,7;Fiber optic;No;No;No;Mailed check;Yes;1;No;No;9;Alerte Renforcee
5135-GRQJV;72;Two year;114,5;Fiber optic;Yes;Yes;Yes;Mailed check;Yes;1;Yes;No;4;Surveillance Relationnelle
5481-NTDOH;67;One year;107,05;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
5271-DBYSJ;11;Month-to-month;79,15;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;10;Urgence
3055-OYMSE;53;Month-to-month;73,8;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
9129-UXERG;18;Month-to-month;103,6;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
8065-QBYTO;71;One year;99,65;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;No;No;5;Surveillance Relationnelle
0118-JPNOY;26;Month-to-month;85,8;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
7789-CRUVC;61;Month-to-month;94,2;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
0666-UXTJO;34;Month-to-month;85,2;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
5331-RGMTT;54;Month-to-month;99,05;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
4476-OSWTN;69;One year;110,55;Fiber optic;Yes;Yes;No;Mailed check;Yes;1;Yes;No;5;Surveillance Relationnelle
2974-GGUXS;36;Month-to-month;91,95;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
3865-ZYKAD;69;Month-to-month;84,9;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
5195-KPUNQ;53;One year;96,75;Fiber optic;Yes;Yes;Yes;Mailed check;Yes;1;No;No;5;Surveillance Relationnelle
0177-PXBAT;33;Month-to-month;109,9;Fiber optic;Yes;Yes;No;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1996-DBMUS;48;Month-to-month;70,65;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;8;Alerte Renforcee
2806-MLNTI;52;One year;105,1;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1480-BKXGA;72;Two year;116,05;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
0356-OBMAC;56;Two year;99,9;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
4676-MQUEA;50;One year;101,9;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
4908-XAXAY;49;One year;89,85;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
8329-UTMVM;27;One year;104,65;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
1307-TVUFB;42;Month-to-month;79,35;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
1258-YMZNM;27;One year;110,5;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
3956-CJUST;23;Month-to-month;75,4;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
1779-PWPMG;72;Two year;114,65;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2388-LAESQ;72;Two year;114,85;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2692-BUCFV;29;Month-to-month;101,45;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
7868-TMWMZ;60;Two year;110;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
6407-UTSLV;2;Month-to-month;83,8;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;9;Alerte Renforcee
2057-BOYKM;72;Two year;96,6;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2480-EJWYP;58;One year;97,8;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
0481-SUMCB;45;One year;102,15;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
3761-FLYZI;65;Month-to-month;108,8;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
4832-VRBMR;65;One year;103,15;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
7789-HKSBS;42;One year;105,2;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
8495-LJDFO;64;Month-to-month;108,95;Fiber optic;Yes;Yes;No;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
3597-YASZG;70;Two year;104,45;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
7322-OCWHC;72;Two year;93,05;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
5732-IKGQH;52;One year;104,45;Fiber optic;Yes;Yes;No;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
9776-OJUZI;65;Month-to-month;95,45;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
0013-SMEOE;71;Two year;109,7;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
0141-YEAYS;27;Month-to-month;86,45;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
7693-QPEFS;52;Month-to-month;72,95;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;9;Alerte Renforcee
9825-YCXWZ;41;One year;101,1;Fiber optic;Yes;No;No;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
0549-CYCQN;51;One year;79,6;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
2883-ILGWO;57;Month-to-month;104,9;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
5397-TUPSH;65;One year;70,95;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
9819-FBNSV;37;Month-to-month;72,25;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;8;Alerte Renforcee
9659-ZTWSM;66;One year;107,35;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
7134-HBPBS;72;Two year;108,1;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
3786-WOVKF;72;One year;106,85;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
8261-GWDBQ;60;Two year;116,05;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
5599-HVLTW;14;Month-to-month;80,35;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;10;Urgence
3244-CQPHU;72;Two year;110,1;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;5;Surveillance Relationnelle
7813-ZGGAW;31;Month-to-month;96,6;Fiber optic;Yes;No;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
1608-GMEWB;45;Month-to-month;93,9;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;9;Alerte Renforcee
2665-NPTGL;26;Month-to-month;98,1;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;8;Alerte Renforcee
0442-ZXKVS;54;One year;115,6;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
8065-BVEPF;65;Month-to-month;99,1;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
8755-IWJHN;69;Month-to-month;95,35;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
4480-QQRHC;8;Month-to-month;74,05;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;10;Urgence
0929-PECLO;63;Month-to-month;89,6;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;9;Alerte Renforcee
8024-XNAFQ;72;Two year;107,4;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;5;Surveillance Relationnelle
5304-EFJLP;72;Two year;111,65;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
3703-KBKZP;16;Month-to-month;74,45;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;10;Urgence
8920-NAVAY;62;One year;110,75;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
4948-WBBKL;36;Month-to-month;74,9;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;9;Alerte Renforcee
7856-GANIL;45;One year;98,7;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
0248-PGHBZ;67;Two year;92,45;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;5;Surveillance Relationnelle
9233-PSYHO;45;One year;100,15;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
3733-UOCWF;61;One year;85,55;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
1217-VASWC;43;One year;100,55;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1421-HCERK;30;Month-to-month;105,7;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
1162-ECVII;72;Two year;109,75;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
1480-IVEVR;35;One year;81,6;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
4118-CEVPF;35;One year;110,8;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;5;Surveillance Relationnelle
9279-CJEOJ;21;Month-to-month;95,4;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;10;Urgence
8029-XYPWT;71;Two year;115,05;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
8023-QHAIO;56;Month-to-month;76,85;Fiber optic;Yes;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
1707-HABPF;46;One year;91,3;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
6847-KJLTS;58;Month-to-month;100,4;Fiber optic;Yes;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
4619-EVPHY;20;One year;91;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
4462-CYWMH;62;Month-to-month;89,8;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
7426-GSWPO;64;Month-to-month;103,5;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
3411-WLRSQ;3;Month-to-month;74,6;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;8;Alerte Renforcee
1754-GKYPY;22;Month-to-month;89,75;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;9;Alerte Renforcee
1591-MQJTP;51;One year;93,65;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
4323-OHFOW;70;One year;105,55;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
6563-VNPMN;45;Month-to-month;85,7;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
7537-CBQUZ;63;Month-to-month;109,4;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
7921-LMDFQ;51;One year;94;Fiber optic;No;No;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
0201-MIBOL;66;Two year;102,4;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
1932-UEDCX;33;Month-to-month;100,6;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
5298-GSTLM;60;One year;101,4;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
3518-FSTWG;72;Two year;109,55;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
6030-REHUX;28;Month-to-month;110,85;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
5701-YVSVF;11;Month-to-month;82,9;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
3729-OWRVL;65;Two year;110,35;Fiber optic;Yes;Yes;No;Electronic check;Yes;1;No;No;7;Alerte Renforcee
5461-QKNTN;43;Month-to-month;94,3;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
7005-CYUIL;71;Two year;99,4;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
1320-REHCS;52;Month-to-month;110,75;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
8752-GHJFU;71;One year;92;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
3292-PBZEJ;11;Month-to-month;111,4;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
8152-UOBNY;50;One year;106,8;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
2307-FYNNL;65;Two year;109,05;Fiber optic;Yes;Yes;No;Electronic check;Yes;1;No;No;7;Alerte Renforcee
2931-VUVJN;59;One year;94,05;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
8166-ORCHU;33;One year;93,55;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
9508-ILZDG;34;Month-to-month;96,35;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
2277-DJJDL;60;Month-to-month;99;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
7740-BTPUX;55;Two year;113,6;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
4806-DXQCE;70;Two year;113,65;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
0136-IFMYD;69;Two year;109,95;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
1394-SUIUH;44;Month-to-month;85,15;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
3898-GUYTS;45;Month-to-month;97,05;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
1360-JYXKQ;54;One year;99,1;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
8016-NCFVO;55;Month-to-month;116,5;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
4119-ZYPZY;71;Two year;106,8;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
1028-FFNJK;30;Month-to-month;101,5;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
1409-PHXTF;54;Two year;110,45;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
2786-GCDPI;50;Month-to-month;104,95;Fiber optic;Yes;No;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
0147-ESWWR;39;Month-to-month;101,25;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
3312-ZWLGF;29;Month-to-month;79,3;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
4583-PARNH;16;Month-to-month;91,55;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
5671-UUNXD;50;One year;100,65;Fiber optic;Yes;No;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
9972-VAFJJ;53;One year;94;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
6734-FQAJX;67;Two year;105,05;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;1;No;No;6;Surveillance Relationnelle
1104-TNLZA;28;Month-to-month;105,8;Fiber optic;Yes;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
4829-ZLJTK;72;Two year;112,4;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
2277-BKJKN;71;Two year;99,2;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
7064-FRRSW;48;One year;99;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
2519-LBNQL;60;One year;104,35;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
0380-NEAVX;34;One year;99,85;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
6486-LHTMA;31;One year;90,7;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
5198-EFNBM;57;One year;90,65;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
5897-ZYEKH;67;One year;105,6;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
0100-DUVFC;70;One year;104,8;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
3756-VNWDH;65;One year;100,75;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
2172-EJXVF;71;One year;105,9;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
3692-JHONH;52;One year;106,5;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
0575-CUQOV;60;One year;97,95;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
0471-ARVMX;62;One year;104,85;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
3349-ANQNH;59;One year;99,5;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
5981-ZVXOT;35;One year;108,35;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
6726-WEXXK;27;One year;85,9;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
3162-KKZXO;55;One year;100,15;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
6522-YRBXD;35;Month-to-month;94,55;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
6242-MBHPK;23;Month-to-month;95,1;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
1251-STYSZ;4;Month-to-month;80,25;Fiber optic;No;Yes;No;Electronic check;Yes;1;No;No;10;Urgence
9681-KYGYB;49;Month-to-month;88,2;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
1658-TJVOA;6;Month-to-month;74,1;Fiber optic;No;Yes;No;Electronic check;Yes;1;No;No;10;Urgence
2921-XWDJH;38;Month-to-month;83,45;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
9278-VZKCD;52;Month-to-month;109,1;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
6917-YACBP;59;Month-to-month;89,75;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
2988-GBIVW;70;Month-to-month;90,85;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
4007-NHVHI;56;Month-to-month;96,85;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
9699-UBQFS;43;Month-to-month;94,5;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
5371-VYLSX;50;Month-to-month;83,4;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
2615-YVMYX;71;Month-to-month;107,5;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
1580-BMCMR;19;Month-to-month;87,3;Fiber optic;No;Yes;No;Electronic check;Yes;1;No;No;10;Urgence
5937-EORGB;15;Month-to-month;96,5;Fiber optic;No;Yes;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
3588-WSTTJ;35;Month-to-month;99,05;Fiber optic;No;Yes;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
5828-DWPIL;62;Month-to-month;89,1;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
2322-VCZHZ;23;Month-to-month;90;Fiber optic;No;Yes;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
8012-SOUDQ;43;Month-to-month;90,25;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
3951-NJCVI;42;Month-to-month;95,05;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
4612-SSVHJ;20;Month-to-month;81,45;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
7529-ZDFXI;57;Month-to-month;89,85;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
4847-TAJYI;6;Month-to-month;89,35;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
6851-WEFYX;35;Month-to-month;100,8;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
2799-ARNLO;5;Month-to-month;69,35;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;10;Urgence
0021-IKXGC;1;Month-to-month;72,1;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
4115-NZRKS;7;Month-to-month;89,15;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
2123-AGEEN;7;Month-to-month;84,35;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
6630-UJZMY;4;Month-to-month;83,25;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;10;Urgence
6507-ZJSUR;23;Month-to-month;90,45;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
4238-HFHSN;61;Month-to-month;82,15;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
8242-SOQUO;5;Month-to-month;84,7;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;10;Urgence
7460-ITWWP;45;Month-to-month;86,1;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
1751-NCDLI;46;Month-to-month;98,85;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
5935-FCCNB;17;Month-to-month;94,2;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
9290-SHCMB;13;Month-to-month;96,85;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;11;Urgence
1728-CXQBE;64;Month-to-month;94,25;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
9957-YODKZ;6;Month-to-month;80,8;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;10;Urgence
6267-DCFFZ;30;Month-to-month;90,05;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
2439-LYPMQ;38;Month-to-month;102,6;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
9365-SRSZE;27;Month-to-month;70,55;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
5692-ICXLW;31;Month-to-month;90,7;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
7901-TBKJX;56;Month-to-month;101,05;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
7206-PQBBZ;11;Month-to-month;70,2;Fiber optic;No;No;No;Electronic check;Yes;1;Yes;No;10;Urgence
8058-DMYRU;54;Month-to-month;90,05;Fiber optic;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
1013-QCWAM;66;Month-to-month;100,8;Fiber optic;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
0093-EXYQL;40;Month-to-month;91,55;Fiber optic;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
